Label,Category,Item,Total clicks,Contact ratio,Total contacts
waar-kan-ik-mijn-factuur-vinden,Coolblue Zakelijk,,3,"0,00%",0
hoe-snel-wordt-ik-terugbetaald-na-retourneren,Ruilen en retourneren,Retourproces,3,"82,00%",2
en-hoe-snel-word-ik-terugbetaald-na-retourneren,Overig,Retourstatus,3,"64,00%",2
kan-ik-achteraf-betalen,Coolblue Zakelijk,Betalen,3,"0,00%",0
installeren-jullie-mijn-nieuwe-televisie-voor-me,Bezorgen en installeren,Overig,3,"70,50%",1
kunnen-jullie-mijn-pakket-vandaag-nog-bezorgen,Overig,Bezorg- en installatieservices,3,"0,00%",0
hoe-retourneer-ik-mijn-artikelen,Bezorgen en installeren,,3,"90,00%",3
wat-is-de-status-van-mijn-bestelling,Overig,Garantievoorwaarden,3,"124,00%",1
what-if-i-cant-print-my-shipping-labels,Exchange and return,Other,3,"44,70%",1
wat-gebeurt-er-als-ik-niet-thuis-ben,Bezorgen en installeren,Bezorging wijzigen,3,"85,50%",2
which-products-can-i-look-at-in-the-store,Stores,Stock and assortment,3,"0,00%",0
waar-kan-ik-mijn-factuur-vinden,Overig,Factuur nasturen,3,"208,00%",4
nehmt-ihr-meinen-alten-fernseher-mit,Liefern und installieren,Liefer- und Anschlussservices,3,"115,00%",1
hoe-snel-word-ik-terugbetaald-na-annuleren,Bestellen,Bestelling annuleren,3,"104,70%",3
wat-als-mijn-bezorging-vertraagd-is,Bezorgen en installeren,Bezorging wijzigen,3,"0,00%",0
wie-schnell-wird-mein-geld-nach-der-stornierung-zurueckgezahlt,Bestellen,Sonstiges,3,,0
waarom-krijg-ik-een-prijsopgave,Garantie en reparatie,Reparatieproces,3,"92,00%",2
ik-wil-mijn-adres-wijzigen,Bezorgen en installeren,Bezorgstatus opvragen,3,"97,00%",3
combien-de-fois-suis-je-informe-de-la-reparation-de-mon-produit,Garantie et réparation,Statut de la réparation,3,"0,00%",0
est-ce-que-je-peux-faire-reparer-mon-produit-chez-coolblue,Échange et retour,Conditions de garantie,3,"187,00%",6
kan-ik-mijn-bestelling-op-afspraak-laten-bezorgen,,,3,"0,00%",0
ik-ben-niet-tevreden-over-de-bezorger-waar-kan-ik-mijn-ei-kwijt,,,3,"72,30%",2
waar-kan-ik-mijn-factuur-vinden,,,3,"154,00%",2
hoe-gebruik-ik-mijn-coolbluetegoed,Overig,Kortingen en tegoeden,3,"52,00%",2
waar-kan-ik-mijn-factuur-vinden,Bezorgen en installeren,Bezorging wijzigen,3,"0,00%",0
ik-wil-mijn-adres-wijzigen,,Bezorg- en installatieservices,3,"0,00%",0
welke-bezorgopties-kun-je-kiezen-voor-witgoed-en-keukenapparatuur,Overig,Overig,3,"0,00%",0
kan-ik-mijn-bestelling-op-afspraak-laten-leveren,,,3,"43,00%",1
can-you-deliver-my-order-today,Delivery and installation,Delivery and installation services,3,"0,00%",0
ik-kan-mijn-coolbluetegoed-niet-verrekenen-wat-nu,Bestellen,Overig,3,"70,00%",1
hoe-moet-ik-mijn-product-inpakken-om-het-terug-te-sturen,Ruilen en retourneren,Retourstatus,3,"70,70%",2
hoe-retourneer-ik-mijn-artikelen,Overig,Hulp bij installatie en gebruik,3,"205,30%",6
can-i-return-my-product-in-the-store,Exchange and return,Register return or exchange,3,"0,00%",0
mijn-product-werkt-niet-goed-wat-kan-ik-doen,,,3,"0,00%",0
wat-moet-ik-doen-om-mijn-product-te-retourneren,Garantie en reparatie,Overig,3,"44,30%",1
kan-ik-extra-grote-producten-zoals-witgoed-en-keukenapparatuur-ook-online,Advies en ondersteuning,,3,"44,00%",1
how-do-i-register-my-return-online,Exchange and return,Return process,3,"129,70%",4
est-ce-que-je-dois-payer-a-l-avance-si-je-veux-recuperer-une commande,Magasins,Récupérer votre commande,3,"44,30%",1
is-een-cashback-mogelijk-op-een-tweedekansproduct,Overig,Acties op producten,3,"0,00%",0
moet-ik-iets-betalen-voor-het-terugsturen-van-mijn-product,Garantie en reparatie,Garantievoorwaarden,3,"0,00%",0
ou-est-mon-paquet,Livraison et installation,Services de livraison et d'installation,3,"73,50%",1
ik-wil-mijn-adres-wijzigen,Bestellen,Bestelling wijzigen,3,"0,00%",0
kan-ik-mijn-factuur-wijzigen,Advies en ondersteuning,Overig,3,"0,00%",0
kan-ik-met-ecocheques-betalen,Bestellen,,3,"64,00%",1
de-vervoerder-stuurt-mijn-bestelling-terug-naar-coolblue-wat-moet-ik-doen,Delivery and installation,Order delayed or not delivered,3,"43,00%",1
puis-je-contacter-directement-le-magasin,Magasins,Autre,3,"130,00%",1
wat-moet-ik-doen-als-ik-mijn-verzendlabel-niet-kan-printen,Overig,Overig,3,"85,30%",3
kan-ik-extra-grote-producten-zoals-witgoed-en-keukenapparatuur-ook-online,Ruilen en retourneren,Retournering of omruiling wijzigen,3,"184,70%",6
wat-als-ik-met-ideal-heb-betaald-maar-nog-geen-orderbevestiging-heb-ontvangen,Bezorgen en installeren,Bezorgstatus opvragen,3,"75,00%",2
welche-allgemeinen-geschaeftsbedingungen-gelten-fuer-geschaeftskunden,CoolblueBusiness,Geschäftlich bestellen,3,"0,00%",0
wat-is-de-status-van-mijn-bestelling,Bezorgen en installeren,Bezorgstatus opvragen,3,"101,70%",3
can-i-change-my-order,Order,Cancel order,3,"150,70%",5
repareren-jullie-mijn-product-thuis-of-moet-ik-m-opsturen,Garantie en reparatie,Garantievoorwaarden,3,"0,00%",0
wat-moet-ik-doen-om-mijn-product-te-laten-repareren,Advies en ondersteuning,Overig,3,"189,00%",6
kan-ik-mijn-coolbluetegoed-in-delen-gebruiken,Overig,Kortingen en tegoeden,3,"0,00%",0
wie-melde-ich-online-meine-retoure-an,Umtausch und Rückgabe,Rückgabeprozess,3,"36,30%",1
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Advies en ondersteuning,Overig,3,"0,00%",0
why-do-i-receive-a-quote,Warranty and repair,Cost of repair,3,"0,00%",0
are-all-coolblue-stores-open,Stores,Opening hours and accessibility,3,"0,00%",0
mein-produkt-funktioniert-nicht-richtig-was-kann-ich-tun,Sonstiges,Sonstiges,3,"0,00%",0
wat-moet-ik-doen-om-mijn-product-te-laten-repareren,Garantie en reparatie,Overig,3,"230,30%",7
wat-voor-retourmogelijkheden-heb-ik,,,3,"156,00%",5
ik-kan-mijn-coolbluetegoed-niet-verrekenen-wat-nu,,,3,"191,30%",6
what-are-the-terms-and-conditions-for-business-customers,Coolblue Business,Business order,3,"0,00%",0
je-ne-suis-pas-content-du-livreur-a-qui-m-adresser,Livraison et installation,Commande retardée ou non livrée,3,"87,30%",3
wat-is-de-status-van-mijn-retourzending,,,3,"45,70%",1
wat-betekent-de-voorraadstatus-tijdelijk-uitverkocht,Bestellen,Overig,3,"0,00%",0
est-ce-que-je-peux-commander-des-produits-sans-tva,Coolblue Business,Payer,3,"0,00%",0
welke-bezorgopties-kun-je-kiezen-voor-witgoed-en-keukenapparatuur,Bezorgen en installeren,Bezorg- en installatieservices,3,"65,50%",1
wat-als-heb-betaald-met-bancontact-maar-geen-orderbevestiging-heb-ontvangen,Leveren en installeren,Bestelling vertraagd of niet geleverd,3,"92,70%",3
hoe-kan-ik-mijn-zakelijke-factuur-wijzigen,Betalen,Factuur wijzigen,3,"0,00%",0
are-repairs-always-free,Warranty and repair,Register a repair,3,"0,00%",0
kan-ik-mijn-product-laten-repareren-bij-coolblue,,,3,"43,30%",1
wat-moet-ik-doen-om-mijn-product-te-laten-repareren,Garantie en reparatie,Garantievoorwaarden,3,"0,00%",0
mijn-product-werkt-niet-goed-wat-kan-ik-doen,Advies en ondersteuning,Advies bij aankoop,3,"0,00%",0
hoe-kan-ik-met-ecocheques-betalen,Bestellen,Overig,3,"42,70%",1
wat-voor-soort-garantie-heb-ik,Advies en ondersteuning,,3,"213,00%",6
ou-trouver-ma-facture,Payer,Envoyer la facture plus tard,3,"0,00%",0
waarom-krijg-ik-een-prijsopgave,Garantie en reparatie,Garantievoorwaarden,3,"156,00%",3
wanneer-krijg-ik-mijn-nieuwe-product,Ruilen en retourneren,Retournering of omruiling wijzigen,3,"122,00%",4
krijg-ik-na-retourneren-het-volledige-aankoopbedrag-terug,,Retourproces,3,"83,30%",3
wie-lange-habe-ich-garantie-auf-mein-produkt,Garantie und Reparatur,Reparatur anmelden,3,"0,00%",0
ik-wil-mijn-adres-wijzigen,Coolblue Zakelijk,Bezorging,3,"47,00%",1
comment-enregistrer-mon-produit-retourne-en-ligne,Échange et retour,Conditions de retour,3,"44,00%",1
wat-voor-retourmogelijkheden-heb-ik,Ruilen en retourneren,Retournering of omruiling wijzigen,3,"252,00%",5
kan-ik-mijn-product-retourneren,,Overig,3,"94,50%",2
how-can-i-cancel-my-order,Order,Other,3,"0,00%",0
can-i-change-my-invoice,Payment,Change invoice,3,"0,00%",0
gelden-acties-en-promoties-ook-op-tweedekans,Bestellen,Prijs van producten,3,"0,00%",0
was-bedeutet-der-vorratsstatus-nie-mehr-lieferbar,,Produktvorrat,3,"53,00%",1
kan-ik-mijn-factuur-wijzigen,Betalen,Factuur nasturen,3,"0,00%",0
is-mijn-product-op-voorraad,Advies en ondersteuning,Advies bij aankoop,3,"0,00%",0
wat-voor-retourmogelijkheden-heb-ik,Overig,Retourvoorwaarden,3,,0
waar-is-mijn-pakketje,Bestellen,Orderbevestiging niet ontvangen,3,"62,50%",1
hoe-wordt-de-prijs-van-een-tweedekans-product-bepaald,,Voorraad van producten,3,"0,00%",0
wat-als-ik-dubbel-betaald-heb,,,3,"45,70%",1
wat-is-de-status-van-mijn-bestelling,Overig,Orderbevestiging niet ontvangen,3,"45,70%",1
can-i-return-my-product,Exchange and return,Return handled incorrectly,3,"133,70%",4
hoe-moet-ik-mijn-product-inpakken-om-het-terug-te-sturen,Ruilen en retourneren,Retour of omruiling aanmelden,3,"92,50%",2
kan-ik-extra-grote-producten-online-aanmelden,Advies en ondersteuning,Overig,3,"0,00%",0
what-if-my-repair-isnt-covered-by-the-manufacturers-warranty,Warranty and repair,Cost of repair,3,"38,30%",1
wat-als-mijn-reparatie-niet-onder-de-fabrieksgarantie-valt,Garantie en reparatie,Garantievoorwaarden,3,"0,00%",0
ik-wil-mijn-retour-wijzigen-of-annuleren,Ruilen en retourneren,Overig,3,"188,70%",6
biedt-coolblue-achteraf-betalen-aan,Bestellen,,3,"100,00%",2
que-faire-si-j-ai-paye-avec-bancontact-mais-que-je-n-ai-pas-recu-de-confirmation-de-paiement,Payer,Paiement échoué ou refusé,3,"0,00%",0
wat-betekent-de-voorraadstatus-tijdelijk-uitverkocht,Bestellen,Prijs van producten,3,"0,00%",0
wat-als-ik-mijn-verzendlabels-niet-kan-printen,Overig,Overig,3,"0,00%",0
how-can-i-change-the-delivery-address-of-my-order,Delivery and installation,Change delivery,3,"117,50%",2
hoe-meld-ik-online-mijn-reparatie-aan,Ruilen en retourneren,Retourproces,3,"47,00%",1
wat-als-mijn-product-beschadigd-is-geleverd,,,3,"0,00%",0
waar-vind-ik-of-een-product-op-voorraad-is-in-een-winkel,Overig,Voorraad en assortiment,3,,0
het-product-dat-ik-wil-kopen-is-in-prijs-gestegen-wat-nu,Bestellen,Overig,3,"0,00%",0
what-happens-if-i-m-not-home,Delivery and installation,Request delivery status,3,"73,00%",1
tot-wanneer-is-mijn-coolbluetegoed-geldig,Overig,Kortingen en tegoeden,3,"0,00%",0
repareren-jullie-mijn-product-thuis-of-moet-ik-m-opsturen,Garantie en reparatie,Overig,3,"179,00%",5
kan-ik-mijn-coolbluetegoed-in-delen-gebruiken,,,3,"0,00%",0
waar-kan-ik-mijn-factuur-vinden,Betalen,Betaling mislukt of geweigerd,3,"153,30%",5
waarom-krijg-ik-een-prijsopgave,Overig,Kosten van reparatie,3,"136,00%",1
mon-produit-ne-marche-pas-bien-que-faire,Garantie et réparation,Autre,3,"142,00%",1
comment-emballer-mon-produit-a-retourner,Échange et retour,,3,"179,00%",5
ik-ben-niet-tevreden-over-de-bezorger-waar-kan-ik-mijn-ei-kwijt,Leveren en installeren,Overig,3,"107,00%",3
waar-kan-ik-mijn-factuur-vinden,Coolblue Zakelijk,Zakelijk bestellen,3,"60,30%",2
how-can-i-change-my-business-invoice,Coolblue Business,Payment,3,"0,00%",0
kan-ik-extra-grote-producten-zoals-witgoed-en-keukenapparatuur-ook-online,,,3,"0,00%",0
wat-moet-ik-doen-als-ik-mijn-verzendlabel-niet-kan-printen,Échange et retour,Signaler un retour ou un échange,3,"0,00%",0
kan-ik-mijn-product-laten-repareren-bij-coolblue,Overig,Reparatie aanmelden,3,"87,00%",3
wat-is-de-status-van-mijn-reparatie,Coolblue Zakelijk,Ruilen en retourneren,3,"103,00%",3
hoe-lang-duurt-een-reparatie,Garantie en reparatie,Overig,3,"204,50%",4
is-het-nog-steeds-vandaag-besteld-morgen-in-huis,Bezorgen en installeren,Bezorg- en installatieservices,3,"0,00%",0
wat-moet-ik-doen-als-ik-mijn-bestelling-niet-heb-ontvangen,Leveren en installeren,Bezorgstatus opvragen,3,"61,30%",2
is-een-cashback-mogelijk-op-een-tweedekansproduct,Bestellen,Overig,3,"179,00%",2
wat-betekent-de-voorraadstatus-tijdelijk-uitverkocht,Advies en ondersteuning,Advies bij aankoop,3,"0,00%",0
kann-ich-mein-produkt-zurueckzugeben,Umtausch und Rückgabe,Retoure falsch bearbeitet,3,"0,00%",0
op-welke-manieren-kan-in-betalen-als-zakelijke-klant,Bestellen,Overig,3,"64,00%",1
mijn-ideal-betaling-is-mislukt,Overig,,3,"169,30%",5
est-ce-que-je-peux-aussi-retirer-ma-precommande-en-magasin,Magasins,Récupérer votre commande,3,"0,00%",0
wat-moet-ik-doen-om-mijn-product-te-retourneren,Garantie en reparatie,Reparatiestatus,3,"76,70%",2
the-payment-status-in-mycoolblue-isn-t-correct,Payment,Payment failed or declined,3,"0,00%",0
wat-voor-soort-garantie-heb-ik,Garantie en reparatie,Reparatie aanmelden,3,"52,30%",2
ik-heb-geen-factuur,Overig,Factuur nasturen,3,"96,70%",3
wat-is-de-status-van-mijn-bestelling,,Bestelling vertraagd of niet geleverd,3,"263,00%",5
hoe-gebruik-ik-mijn-coolbluetegoed,Bestellen,Overig,3,"198,00%",4
kan-ik-mijn-bestelling-wijzigen,Bezorgen en installeren,Bezorgstatus opvragen,3,"127,30%",4
wat-als-ik-met-ideal-heb-betaald-maar-nog-geen-orderbevestiging-heb-ontvangen,Overig,Betaling mislukt of geweigerd,3,"0,00%",0
kan-ik-extra-grote-producten-zoals-witgoed-en-keukenapparatuur-ook-online,Ruilen en retourneren,Retourvoorwaarden,3,"161,50%",3
het-product-dat-ik-wil-kopen-is-in-prijs-gestegen-wat-nu,Bestellen,Advies bij aankoop,2,"0,00%",0
ik-wil-mijn-product-in-de-winkel-retourneren,,Retour of omruiling aanmelden,2,,0
hoe-vraag-ik-een-cashback-aan,,,2,"0,00%",0
hoe-meld-ik-online-mijn-reparatie-aan,Garantie en reparatie,Reparatie onjuist afgehandeld,2,"0,00%",0
quelles-sont-les-conditions-generales-pour-les-clients-business,Coolblue Business,Effectuer une commande professionnelle,2,"0,00%",0
wat-moet-ik-doen-als-ik-mijn-verzendlabel-niet-kan-printen,Échange et retour,Autre,2,"70,00%",1
wat-als-mijn-bezorging-vertraagd-is,Advies en ondersteuning,Overig,2,"171,00%",3
wat-gebeurt-er-als-ik-niet-thuis-ben,Bezorgen en installeren,Bezorg- en installatieservices,2,"0,00%",0
where-is-my-package,Other,Change delivery,2,"199,00%",4
is-mijn-product-op-voorraad,Bestellen,Orderbevestiging niet ontvangen,2,"0,00%",0
is-een-cashback-mogelijk-op-een-tweedekansproduct,,Advies bij aankoop,2,"0,00%",0
wat-is-de-status-van-mijn-bestelling,Betalen,Betaling mislukt of geweigerd,2,"155,50%",3
wat-als-ik-dubbel-betaald-heb,,Terugbetaling van annulering,2,"0,00%",0
hoe-lang-duurt-een-reparatie,Overig,Reparatieproces,2,"68,00%",1
what-are-the-delivery-options-for-white-goods-and-kitchen-appliances,Delivery and installation,Other,2,,0
hoeveel-garantie-heb-ik-op-mijn-product,Advies en ondersteuning,Advies bij aankoop,2,"0,00%",0
je-veux-modifier-ou-annuler-mon-retour,Autre,Modifier un retour ou un échange,2,"95,50%",2
comment-enregistrer-mon-produit-a-reparer-en-ligne,,,2,"0,00%",0
quels-sont-les-modes-de-paiement-en-tant-que-client-business,Autre,Méthodes de payement,2,"0,00%",0
wat-is-de-status-van-mijn-bestelling,Bezorgen en installeren,Bezorging wijzigen,2,,0
waar-kan-ik-mijn-factuur-vinden,Bestellen,Overig,2,"0,00%",0
kan-ik-een-vvvbon-inwisselen-bij-coolblue,Betalen,Kortingen en tegoeden,2,"0,00%",0
kunnen-jullie-mijn-pakket-vandaag-nog-bezorgen,,,2,"0,00%",0
wat-als-mijn-bezorging-vertraagd-is,Overig,Bezorgstatus opvragen,2,"169,00%",2
waar-hebben-jullie-winkels,Advies en ondersteuning,Overig,2,"0,00%",0
extra-grote-producten-aanmelden-reparatie,Garantie en reparatie,Kosten van reparatie,2,"0,00%",0
waar-is-mijn-pakketje,,Bezorgstatus opvragen,2,"79,00%",2
how-can-i-cancel-my-order,Order,Change order,2,"66,00%",1
can-i-pay-with-cash,Payment,Payment methods,2,,0
wat-moet-ik-doen-om-mijn-product-te-retourneren,Leveren en installeren,Bestelling vertraagd of niet geleverd,2,"0,00%",0
ik-wil-mijn-product-in-de-winkel-retourneren,,,2,"0,00%",0
hoe-kan-ik-mijn-persoonlijke-korting-gebruiken,Advies en ondersteuning,Overig,2,"70,50%",1
est-il-possible-de-modifier-ma-facture,Autre,Modifier la facture,2,"127,00%",3
ou-est-mon-paquet,,Commande incomplète ou endommagée,2,"63,50%",1
est-ce-que-coolblue-propose-le-paiement-en-differe,,Méthodes de payement,2,"0,00%",0
can-i-change-the-delivery-moment-of-my-order,Delivery and installation,Other,2,"134,00%",3
hoe-werkt-het-als-je-witgoed-of-keukenapparatuur-besteld-met-extra-services,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,2,"0,00%",0
how-can-i-pay-as-a-business-customer,Coolblue Business,Payment,2,"0,00%",0
hoe-werkt-gratis-bezorging,Overig,Overig,2,"0,00%",0
was-ist-der-status-meiner-ruecksendung,,,2,"54,50%",1
is-mijn-product-op-voorraad,Winkels,Openingstijden en bereikbaarheid,2,,0
wie-schnell-wird-mein-geld-nach-der-stornierung-zurueckgezahlt,Sonstiges,Sonstiges,2,"0,00%",0
kan-ik-mijn-coolbluetegoed-in-delen-gebruiken,Betalen,Betaling mislukt of geweigerd,2,"81,00%",2
mijn-bestelling-gaat-terug-naar-coolblue-wat-moet-ik-doen-als-ik-hem-alsnog,Bezorgen en installeren,Overig,2,"140,50%",3
rekening-mee-houden-voor-bezorging-van-witgoed-en-keukenapparatuur,,Bezorgstatus opvragen,2,"69,00%",1
nehmt-ihr-mein-altgeraet-mit,,,2,"224,00%",2
kan-ik-mijn-bestelling-op-afspraak-laten-leveren,Leveren en installeren,Bezorgstatus opvragen,2,"0,00%",0
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Delivery and installation,Order delayed or not delivered,2,"141,50%",3
hoe-kan-ik-een-bestelling-plaatsen,Bestellen,Advies bij aankoop,2,,0
my-order-was-delivered-but-i-didnt-receive-all-products,Delivery and installation,Delivery and installation services,2,"63,50%",1
hoe-kan-ik-betalen,Betalen,Overig,2,"0,00%",0
how-do-i-register-my-repairs-online,Warranty and repair,Other,2,"156,00%",3
hoe-moet-ik-mijn-product-inpakken-om-het-terug-te-sturen,Overig,Retour of omruiling aanmelden,2,"182,00%",2
wie-houdt-mij-op-de-hoogte-over-mijn-reparatie-coolblue-of-de-reparateur,,Reparatieproces,2,"68,00%",1
gelten-aktionen-und-angebote-auch-fuer-zweite-chance-produkte,Bestellen,Aktionen für Produkte,2,"0,00%",0
que-faire-si-je-n-ai-pas-recu-de-remboursement,Livraison et installation,Commande retardée ou non livrée,2,"0,00%",0
can-i-contact-the-stores-directly,Stores,Other,2,,0
hoe-gebruik-ik-mijn-coolbluetegoed,Betalen,Betaalmethodes,2,"347,00%",7
kan-ik-mijn-bestelling-annuleren,Bestellen,Advies bij aankoop,2,,0
moet-ik-op-voorhand-betalen-als-ik-een-bestelling-wil-ophalen-in-de-winkel,Overig,Overig,2,"0,00%",0
is-mijn-product-op-voorraad,Winkels,Bestelling ophalen,2,"202,00%",2
mijn-bestelling-is-geleverd-maar-ik-heb-niet-alle-producten-ontvangen,Bezorgen en installeren,Bezorgstatus opvragen,2,"68,50%",1
how-do-i-apply-for-a-cashback,Advice and support,Other,2,"143,50%",3
Wat-is-er-anders-aan-Telefoon-Tablet-en-Apple-Accessoires-reparaties?,Garantie en reparatie,Overig,2,"0,00%",0
wie-melde-ich-online-meine-retoure-an,,,2,"105,00%",1
extra-grote-producten-aanmelden-reparatie,Overig,Reparatieproces,2,"0,00%",0
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Advies en ondersteuning,Bestelling vertraagd of niet geleverd,2,"0,00%",0
moet-ik-een-afspraak-maken,Garantie en reparatie,Reparatie aanmelden,2,,0
ist-meine-reparatur-kostenlos,Garantie und Reparatur,Reparatur anmelden,2,"0,00%",0
hoe-werkt-het-als-je-witgoed-of-keukenapparatuur-besteld-met-extra-services,Bestellen,Advies bij aankoop,2,"0,00%",0
waar-is-mijn-pakketje,Leveren en installeren,Overig,2,"192,00%",4
ma-commande-a-ete-livree-mais-je-n-ai-pas-recu-tous-les-produits,Livraison et installation,Autre,2,"0,00%",0
waarom-is-mijn-creditcard-betaling-afgewezen,Betalen,Betaalmethodes,2,"0,00%",0
quand-est-il-question-de-degats-dus-a-l-utilisation,Garantie et réparation,Autre,2,"131,00%",3
mijn-product-werkt-niet-goed-wat-kan-ik-doen,Garantie en reparatie,Reparatieproces,2,"64,50%",1
hoe-kan-ik-de-bezorger-verrassen,Leveren en installeren,Overig,2,"64,50%",1
hoeveel-garantie-heb-ik-op-mijn-product,Ruilen en retourneren,Retour of omruiling aanmelden,2,"0,00%",0
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,,,2,"0,00%",0
hoe-retourneer-ik-mijn-artikelen,Overig,Garantievoorwaarden,2,"0,00%",0
kan-ik-mijn-product-retourneren,,Retourproces,2,"0,00%",0
hoe-retourneer-ik-mijn-artikelen,Betalen,Factuur wijzigen,2,"138,50%",3
